Comment Number,Comment Content,Processed comments
176,And by the way,way
177,1ST and LAST debate!,st last debate
178,the best man fot American trump all the way change is coming ayekoo.,best man fot american trump way change coming ayekoo
179,"It is extremely hard to listen to <a href=""http://www.youtube.com/results?search_query=%23biden"">#biden</a>",extremely hard listen biden
180,"<a href=""https://www.youtube.com/watch?v=yr9d79TNPfc&amp;t=1243"">20:43</a> XDDDDDDDDDDDDDDDDDDD",xddddddddddddddddddd
181,Biden about to croak let’s be real,biden croak let u real
182,Something has to change.,something change
183,"This is a very random take on it, but I am a Toastmaster (member of a club that is all about public speaking) and am having fun counting all the public speaking mistakes Biden made. To name a few<br><br>-first off, that absolutely bizarre pouty facial expression he first walked up with and keeps for 99% of the whole thing. Greeting your audience with a face like that does NOT make them feel good about you at all. He’s slouching too. <br><br>-he’s slurring his words and mumbling, and not talking loudly enough<br><br>-he also does a LOT of run-on sentences that go off into tangents",random take toastmaster member club public speaking fun counting public speaking mistake biden made name fewfirst absolutely bizarre pouty facial expression first walked keep whole thing greeting audience face like make feel good slouching slurring word mumbling talking loudly enoughhe also lot runon sentence go tangent
184,President Trump please remind people how Biden looked at his watch as they were unloading bodies that were repatriated! He’s a disgusting liar.,president trump please remind people biden looked watch unloading body repatriated disgusting liar
185,Biden looks  very unhealthy. The way he walks and talks. It does not matter if you like him or not. He just looks sick. The way he shuffled his feet. The way he walked. And he continued to make mistakes when he spoke. My grandfather looked like this before he came very ill. There&#39;s a time when you just got to give up and walk away.  He needs give up and go home and live out his days.,biden look unhealthy way walk talk matter like look sick way shuffled foot way walked continued make mistake spoke grandfather looked like came ill time got give walk away need give go home live day
186,If Trump doesn’t win the election it’s not going to be a bright future for the USA,trump win election going bright future usa
187,"oh my goodness... are they really talking about their capabilities to play golf? And this is their proof to be capable to run a country like  USA? 🙈 You deserve so much better. Greetings from a country in deep trouble as well, good old Germany",oh goodness really talking capability play golf proof capable run country like usa deserve much better greeting country deep trouble well good old germany
188,That mouth almost got us outta here last time,mouth almost got u outta last time
189,They got him outta there the first time for a reason he hasnt changed.,got outta first time reason changed
190,Trump is full of lies and Biden is incoherent . You are doomed no matter who you vote for,trump full lie biden incoherent doomed matter vote
191,Why does Biden look so unconfident and worried?,biden look unconfident worried
192,Hard not to 🤣🤣🤣🤣🤣 <i>____</i>,hard
193,Biden has become valedictorian at the saul alinsky school of make belueve. He cant convince anybody and trumpey bear2024 has shattereed hus kupa bucks plans with facts and tryth abd self control. A++ trumpy bear 2024!!!!❤😂🎉,biden become valedictorian saul alinsky school make belueve not convince anybody trumpey bear shattereed hus kupa buck plan fact tryth abd self control trumpy bear
