Comment Number,Comment Content,Processed comments
2855,"oh when the trump comes marching in,.,.,.., wheeen tha trump comes marchin  in...oooh tha hooousing might be plenty when tha trump comes marchin in..............An all tha reg&#39;s start pealin off when tha reg&#39;s start pealin off ..oooh ya know tha song sings softly..............<br>WHEN ,,,tHA tRUMPPPP. cOMES marchinnnnn ....innnnnnnnnn",oh trump come marching wheeen tha trump come marchin inoooh tha hooousing might plenty tha trump come marchin inan tha regs start pealin tha regs start pealin oooh ya know tha song sings softly tha trumpppp come marchinnnnn innnnnnnnnn
2856,Fentanyl detection machines??? What? 🤦‍♀️ Said how well it working in Asia oooo k.,fentanyl detection machine said well working asia oooo k
2857,You must be on special meds to even consider voting for Biden.,must special med even consider voting biden
2858,"I was a Democrat but I’ve completely changed parties now. I’m voting for <a href=""http://www.youtube.com/results?search_query=%23trump2024"">#Trump2024</a>",democrat completely changed party voting trump
2859,"Oh, the economy was &quot;FLAT, on its back&quot;, well, NOW it&#39;s been pronounced DEAD at <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=720"">12:00</a> noon January 21st, 2021",oh economy flat back well pronounced dead noon january st
2860,I only wish in this presidential election please stop the killing of innocent people like abortion its because it is under the curse of god,wish presidential election please stop killing innocent people abortion curse god
2861,Trump rub out this man like really are you guys listening to what trump is saying hmm crazy man say Putin told him omg and twice the amount of ppl died we need a change jus as how we have climate change hurricane 🌀 in summer 2024 smh 🤦🏾‍♂️,trump rub man really guy listening trump saying hmm crazy man say putin told omg twice amount people died need change jus climate change hurricane summer smh
2862,If I Was American 🇺🇸 I’d Vote 🗳️ for Bernie 🌟💙,american would vote bernie
2863,Trump,trump
2864,Biden “Period” 😂😂😂😂,biden period
2865,The Republican Party 🐘🎈 under Donald Trump are moving towards Right Wing Totalitarianism and Climate Change Denial,republican party donald trump moving towards right wing totalitarianism climate change denial
2866,Yes,yes
2867,remind me who was president during the east palestine ohio disaster?,remind president east palestine ohio disaster
2868,Who&#39;s winning this time? Trump or Biden? <br>🥴🥴,winning time trump biden
2869,There&#39;s no one else to vote for????,one else vote
2870,Any one here from India ❤ 🇮🇳,one india
2871,Democrats Defend Democracy 💙🫏🇺🇸 🌈,democrat defend democracy
2872,"You can tell in this video that Biden can&#39;t comb his hair, so it&#39;s done for him.  Meanwhile Trump has been in the rough and it shows, yet he looks himself in the mirror.",tell video biden not comb hair done meanwhile trump rough show yet look mirror
2873,"God bless America and let trump win! I hope every biden supporter saw him for what he is! I took care of my grandma for 5 years every day since she was diagnosed with dementia. No one cares about him, he&#39;s a pawn. So scary and so sad. I hope Americans see this for what it is. He&#39;s no longer home. We have  real enemies that want us dead! Do we not remember 9/11! Wake up! We need to be united!",god bless america let trump win hope every biden supporter saw took care grandma year every day since diagnosed dementia one care pawn scary sad hope american see longer home real enemy want u dead remember wake need united
2874,This will be looked in 10 years,looked year
2875,"I think Joe Biden is being forced to be the President of the U.S.A  , undoda lowu sekhulile lowu  , kabamyekele eziphumulele  , leyi yi abuse abamyenza yona leyi   , it&#39;s so sad what they are doing to him kungani kumbe bayamkhawulisa",think joe biden forced president yousa undoda lowu sekhulile lowu kabamyekele eziphumulele leyi yi abuse abamyenza yona leyi sad kungani kumbe bayamkhawulisa
2876,Mr Trump is a national treasure🫶🫶🫶🫶❤❤❤❤🎉,mr trump national treasure
2877,"BIDEN IS BOASTING ABOUT CREATING 15 THOUSAND JOBS - THAT IS NOTHING COMPARED TO ALL THOSE PEOPLE LOOSING THEIR HOMES - JOBS AND LIFE SAVINGS TO TRY AND STAY AFLOAT UNDER BIDEN&#39;S ADMINISTRATION. ENOUGH IS ENOUGH - BIDEN IS READING OFF TELE-PROMPTS - PRE-PREPARED WAY&#39;S TO ANSWER THE MOST<br>BASIC OF QUESTIONS - WHY IS AMERICA SO MUCH MORE BAD BAD BAD OFF SINCE PRESISENT TRUMP WAS<br>DENIED ANOTHER TERM THROUGH THE KKK TACKTICS OF THE BIDEN ADMINISTRATION - AMERICA NEEDS PRESIDENT TRUMP BACK IN THE WHITE HOUSE - NOW - I WAS ALWAYS ON THE FENCE ABOUT THIS ELECTION BUT AFTER THIS DEBATE - MY VOTE IS FOR PRESIDENT TRUMP<a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>",biden boasting creating thousand job nothing compared people loosing home job life saving try stay afloat bidens administration enough enough biden reading teleprompts preprepared way answer mostbasic question america much bad bad bad since presisent trump wasdenied another term kkk tacktics biden administration america need president trump back white house always fence election debate vote president trump
2878,"He&#39;s on Fantasy Island (Biden is). Fentanyl isn&#39;t down, with the borders open its skyrocketed!",fantasy island biden fentanyl border open skyrocketed
2879,Mr Trump PLEASE continue to thrive 🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶❤❤❤❤❤❤❤ <b>please</b>,mr trump please continue thrive please
2880,Subtitles needs subtitles for this 😂😂😂😂,subtitle need subtitle
2881,Don’t worry Mr Trump us the real and good ones are with you and we see everything 💪💪💪💪💪💪❤,worry mr trump u real good one see everything
2882,Our lives will not be Good until the return of Jes😢us,life good return jesus
2883,Ngl Trump carried,ngl trump carried
2884,Everyone making under 170k pays 6% of their check to taxes? What world is that in???  I pay about 20-25% in taxes. Another 20% for everything else,everyone making k pay check tax world pay tax another everything else
2885,Why is Biden reading from notes?! They aren&#39;t allowed!!,biden reading note allowed
2886,Vote rfk jr they killed his uncle and his dad and dont allow him to gave secret service its simple guys go vote,vote rfk jr killed uncle dad allow gave secret service simple guy go vote
2887,Donald Trump didn’t deny Joe Biden on Pulling Out of NATO,donald trump deny joe biden pulling nato
2888,He definitely made that up now apologize to Trump !,definitely made apologize trump
2889,Biden is a liar,biden liar
2890,EVERYONE thinks that we are weak! EVERYONE!,everyone think weak everyone
2891,Grandpa on the right is past bedtime..,grandpa right past bedtime
2892,"At the beginning you can see the …. Biden is all calm and postured. While mr Trump is somewhat more moved and emotional, even say angry. But this is so false and only a good person knows what’s going on here. See it in a different light compare it with <b>Biden</b> - some sick institutions who kidnap and rpe children and they play good people (see social services in Japan) vs <b>Mr Trump</b> - a person who knows what their true nature is and is burning with anger at what they do but cannot do anything because “law” protects them",beginning see biden calm postured mr trump somewhat moved emotional even say angry false good person know going see different light compare biden sick institution kidnap rpe child play good people see social service japan v mr trump person know true nature burning anger not anything law protects
2893,&quot;They&#39;ll make Ameruca great agaim&quot; - Senator Armstrong 2019,make ameruca great agaim senator armstrong
